id,name,dob,height(m),weight(kg),sport,country,num_followers,num_articles,personal_best,event,coach_id
a_000420,Anita Allen,1992-10-01,1.8,79,decathlon,Australia,2521,9,78.0,high jump,c_000495
a_000342,Catherine Clark,1994-11-13,1.66,69,surfing,Japan,3430,96,66.0,longboard,c_000906
a_000409,Benjamin Carpenter,2000-08-10,1.68,91,decathlon,Australia,2613,39,54.0,discus,c_000981
a_000385,Richard Taylor,2007-10-22,1.92,100,decathlon,Canada,9432,38,17.0,shot put,c_000289
a_000388,Shawn Woodard DVM,1999-01-24,1.68,89,decathlon,Italy,8840,87,43.0,110m hurdles,c_001304
a_000064,Joshua Mullen,2007-03-12,1.86,51,gymnastics,France,2821,75,43.0,rings,c_000345
a_000215,Nicole Hansen,1998-02-24,1.72,78,fencing,China,3919,86,47.0,epee,c_000353
a_000274,Justin Huang,2007-06-06,1.82,57,boxing,USA,9037,75,86.0,lightweight,c_001090
a_000133,Brian Hernandez,1988-11-19,1.84,61,rowing,Australia,813,71,40.81,sweeping,c_000804
a_000338,Timothy Davis,2001-04-21,1.66,97,surfing,Germany,5513,34,10.0,longboard,c_001233
a_000365,Kathy Spencer,2001-12-28,1.89,85,sport climbing,Germany,4738,37,97.13,lead,c_000232
a_000050,Joseph Gonzalez,2003-10-15,1.66,99,track,Italy,1371,38,47.99,middle distance,c_001314
a_000389,Wyatt Smith,2002-09-05,1.92,69,decathlon,USA,2796,39,67.0,discus,c_000054
a_000244,Michael Spencer,1998-09-15,1.86,69,archery,USA,202,23,20.0,recurve,c_000595
a_000289,Aaron Guerra,2008-10-20,1.65,60,boxing,Japan,5417,47,54.0,middleweight,c_001684
a_000111,Pamela Larson,2005-05-23,1.78,99,cycling,USA,8806,85,79.36,road,c_000805
a_000157,Barbara Pham,2001-12-28,1.89,81,rowing,China,3269,64,38.3,sweeping,c_000210
a_000184,Valerie Pope,2008-10-11,1.64,82,shooting,USA,6545,84,94.0,pistol,c_000734
a_000039,Charles Faulkner,2008-09-14,1.67,99,swimming,India,3974,72,78.91,backstroke,c_001986
a_000040,Christy Jensen,1994-11-25,1.89,71,swimming,Russia,8180,12,37.71,medley,c_001201
a_000243,Dawn Crosby,1999-02-19,1.82,96,archery,China,6269,100,89.0,compound,c_000916
a_000283,Mr. Joseph Sparks,2009-06-06,1.58,86,boxing,France,527,18,40.0,flyweight,c_000074
a_000250,Penny Mack,1989-07-06,1.56,88,archery,Japan,3247,69,71.0,compound,c_001291
a_000390,Austin Li,2000-04-22,1.75,81,decathlon,Germany,484,40,70.0,pole vault,c_000537
a_000205,Terry Anderson,2003-11-17,1.93,95,shooting,France,3919,48,71.0,shotgun,c_001635
a_000245,Michelle Jones,1990-02-08,1.69,84,archery,Russia,7519,54,59.0,recurve,c_001947
a_000191,Mary Burke,1993-01-31,1.7,53,shooting,China,5979,86,97.0,rifle,c_000653
a_000379,Cristina Ball,1989-07-04,1.96,88,sport climbing,Italy,6818,22,27.06,speed,c_000062
a_000177,Mary Mullen,2003-07-03,1.88,92,shooting,Italy,9399,53,59.0,shotgun,c_000703
a_000074,Elizabeth Mosley,1992-02-04,1.77,87,gymnastics,Italy,977,31,46.0,rings,c_000369
a_000026,Amanda Kelly,1999-03-04,1.93,72,swimming,UK,6048,26,91.62,medley,c_000690
a_000016,Gina Holland,1988-10-23,1.77,90,swimming,France,6858,56,26.41,butterfly,c_000077
a_000265,Megan Obrien,2000-10-17,1.72,77,boxing,Italy,6751,72,22.0,heavyweight,c_001815
a_000003,John Smith,2001-01-27,1.65,80,swimming,China,8000,49,95.05,butterfly,c_001935
a_000352,Jeffery Austin,1993-01-19,1.63,62,surfing,China,8926,75,20.0,longboard,c_001676
a_000402,Rachel Williams,2007-08-31,1.64,56,decathlon,UK,9237,74,72.0,1500m,c_000754
a_000072,Joseph Maldonado,2001-11-28,1.81,63,gymnastics,USA,7777,12,40.0,vault,c_001050
a_000323,Kathryn Williams,1992-02-07,1.7,64,karate,Japan,584,25,29.0,kata,c_000780
a_000341,Angela Jacobs,1998-05-27,1.82,50,surfing,China,574,100,43.0,shortboard,c_001733
a_000093,Crystal Riley,1992-07-29,1.98,96,cycling,AuStrAlia,5194,0,77.82,mountain,c_001228
a_000075,Joel Martinez,2001-10-17,1.89,57,gymnastics,France,3191,51,40.0,beam,c_000060
a_000104,Marissa Greene,2003-07-22,1.86,90,cycling,AuSTRaliA,1311,34,60.12,track,c_000874
a_000380,Katrina Smith,2001-12-08,1.68,64,sport climbing,China,6642,50,78.76,bouldering,c_001288
a_000119,Jeffrey Cochran,1997-06-24,1.7,72,cycling,France,1326,39,42.78,mountain,c_001059
a_000218,Anthony Bradley,1998-09-01,1.87,92,fencing,Canada,8776,78,51.0,epee,c_002000
a_000198,Christine Gutierrez,2000-09-27,1.73,56,shooting,Russia,4161,86,12.0,shotgun,c_000714
a_000145,James Beck,1991-04-04,1.52,90,rowing,Canada,4238,42,94.56,sculling,c_000122
a_000420,Anita Allen,1992-10-01,1.8,79,decathlon,Australia,2521,9,78.0,long jump,c_001588
a_000178,Drew Fisher,1989-01-17,1.71,100,shooting,Germany,2283,33,60.0,pistol,c_001226
a_000006,Margaret Robinson,1992-04-12,1.58,84,swimming,India,5313,84,36.77,freestyle,c_000182
a_000301,Marissa Butler,2008-02-29,1.9,70,wrestling,USA,5107,53,31.0,greco-roman,c_001213
a_000235,James Rivera,2003-12-25,1.67,97,weightlifting,Italy,8735,35,190.0,clean and jerk,c_000108
a_000419,Brianna Brown,1993-10-12,1.56,78,decathlon,China,5168,25,82.0,110m hurdles,c_000168
a_000127,Larry Williamson,1990-10-12,1.91,61,cycling,UK,6584,42,70.74,BMX,c_000803
a_000199,Tabitha Ayala,1995-01-10,1.81,60,shooting,Italy,9358,93,61.0,pistol,c_000263
a_000068,Christopher Rodriguez,1991-11-29,1.99,71,gymnastics,India,1328,99,12.0,bars,c_000950
a_000108,Amanda Smith,2005-02-27,1.58,83,cycling,France,1822,4,84.56,mountain,c_001703
a_000286,Clayton Watson,1989-09-03,1.88,74,boxing,Russia,8504,79,100.0,welterweight,c_000241
a_000223,Lisa Nelson,1998-10-14,1.6,95,weightlifting,Canada,2541,69,269.0,clean and jerk,c_001164
a_000128,Jeremiah Kim,2000-02-27,1.55,97,cycling,Russia,2209,22,85.51,road,c_001280
a_000290,Amanda Villegas,1993-12-15,1.69,61,boxing,Canada,8668,5,61.0,light heavyweight,c_000081
a_000138,Sydney Wyatt,1989-05-01,1.8,81,rowing,Japan,9431,41,61.84,sweeping,c_001360
a_000295,Corey Marks,2008-10-29,1.75,78,wrestling,France,5670,82,98.0,greco-roman,c_000939
a_000224,Juan Holmes,1997-06-09,1.63,68,weightlifting,Italy,7299,53,189.0,snatch,c_001186
a_000021,Gregory Drake,1994-04-12,1.93,81,swimming,ITALy,3212,21,59.51,butterfly,c_000988
a_000373,Jeffrey Holmes,2000-07-31,1.74,57,sport climbing,Japan,9918,67,22.72,bouldering,c_000726
a_000354,Gregory Owens,1992-05-02,1.53,64,surfing,UK,7794,100,19.0,longboard,c_000721
a_000213,Amanda Scott,2008-01-27,1.52,53,fencing,Germany,538,36,27.0,foil,c_000184
a_000259,Anna Santos,1994-11-13,1.69,63,boxing,UK,6796,54,97.0,flyweight,c_001188
a_000129,Joseph Sanchez,2003-07-04,1.63,70,cycling,Japan,3879,61,42.08,BMX,c_000753
a_000014,Margaret Davis,1995-07-09,1.91,99,swimming,China,4831,28,30.23,breaststroke,c_000360
a_000329,Thomas Decker,2000-12-28,1.97,77,karate,Italy,4950,68,74.0,kumite,c_001123
a_000396,Stephen Jenkins,1989-10-31,1.83,77,decathlon,Canada,6653,6,67.0,high jump,c_000492
a_000272,David Brown,2007-09-30,1.53,59,boxing,France,5791,36,77.0,heavyweight,c_000865
a_000194,Brandon Scott,1992-02-10,1.84,93,shooting,France,5075,65,50.0,shotgun,c_000257
a_000233,Timothy Clark,2008-04-23,1.72,52,weightlifting,UK,9715,90,250.0,snatch,c_000830
a_000372,Brian Murphy,1990-01-29,1.79,92,sport climbing,USA,1078,8,77.22,speed,c_001645
a_000398,Eric Navarro,1998-12-09,1.82,89,decathlon,Australia,6751,70,25.0,110m hurdles,c_001588
a_000227,Elizabeth Wallace,2005-11-04,1.63,57,weightlifting,China,807,16,161.0,clean and jerk,c_000042
a_000085,Andrea Murphy,1990-08-07,1.8,73,cycling,Japan,7979,5,42.95,BMX,c_001486
a_000152,Susan Hopkins,1995-03-10,1.71,71,rowing,UK,3508,34,54.21,sculling,c_000972
a_000109,Lori Allen,1997-07-30,1.99,84,cycling,Canada,7612,78,56.75,BMX,c_000998
a_000330,Peggy Dyer,2001-12-08,1.88,75,karate,Russia,2658,4,89.0,kata,c_000650
a_000244,Michael Spencer,1998-09-15,1.86,69,archery,USA,202,23,20.0,compound,c_000595
a_000287,Jordan Adams,1995-01-21,1.76,68,boxing,Italy,7615,39,51.0,flyweight,c_001815
a_000148,Terry Stephens,1992-10-06,1.77,83,rowing,India,156,73,36.69,sculling,c_001495
a_000343,Bobby Mills,2006-01-21,1.81,98,surfing,UK,5152,75,90.0,longboard,c_000193
a_000214,Douglas Thornton,1994-07-27,1.81,66,fencing,Russia,6757,58,78.0,sabre,c_001396
a_000044,Kristen Keller,2004-04-05,1.95,72,track,Japan,7258,86,30.87,sprint,c_000698
a_000416,Michael Adkins,1999-09-01,1.62,71,decathlon,Japan,2122,38,96.0,400m,c_001306
a_000062,Whitney Castillo MD,1988-11-01,1.67,77,gymnastics,Japan,2762,17,92.0,vault,c_001708
a_000173,Scott Gordon,1995-02-19,1.58,63,shooting,USA,3185,0,48.0,pistol,c_001302
a_000048,Daniel Murphy,1991-04-07,1.71,69,track,Canada,909,12,28.35,relay,c_001879
a_000198,Christine Gutierrez,2000-09-27,1.73,56,shooting,Russia,4161,86,12.0,pistol,c_000714
a_000415,Ethan Frazier,1994-09-28,1.61,89,decathlon,Russia,274,89,95.0,shot put,c_001794
a_000049,Robert Moody,1990-04-04,1.75,87,track,China,8110,1,86.79,sprint,c_001582
a_000344,Amber Henry,2002-11-15,1.74,85,surfing,USA,2803,42,94.0,longboard,c_001568
a_000111,Pamela Larson,2005-05-23,1.78,99,cycling,USA,8806,85,79.36,BMX,c_000366
a_000058,Dennis Murray,2001-08-25,1.69,87,track,RUSSia,6158,19,89.88,relay,c_001964
a_000158,Jason Atkinson II,2004-11-05,1.54,65,rowing,Russia,797,44,52.6,sculling,c_001013
a_000069,Kaitlyn Clark,1997-01-14,1.78,75,gymnastics,ruSsIA,9288,30,38.0,rings,c_000498
a_000273,Anthony Rowland,2004-08-21,1.98,75,boxing,India,5628,8,10.0,heavyweight,c_000635
a_000290,Amanda Villegas,1993-12-15,1.69,61,boxing,Canada,8668,5,61.0,welterweight,c_000081
a_000301,Marissa Butler,2008-02-29,1.9,70,wrestling,USA,5107,53,31.0,freestyle,c_000195
a_000132,Aaron Hall,1990-07-18,1.79,74,rowing,USA,9800,99,50.15,sculling,c_000008
a_000422,Joseph Blake,2005-05-16,1.65,52,decathlon,USA,7042,50,69.0,1500m,c_000128
a_000408,Dr. Joshua Kelley MD,1996-08-30,1.84,92,decathlon,China,9319,31,29.0,110m hurdles,c_001607
a_000170,Vincent Dean,2004-02-14,1.98,81,shooting,Japan,8800,1,96.0,pistol,c_000027
a_000196,Kim Henry,1995-12-02,1.71,55,shooting,Canada,7850,90,54.0,pistol,c_001375
a_000399,Nichole Morgan,1994-03-06,1.78,89,decathlon,Italy,4193,9,81.0,discus,c_000491
a_000161,Tommy Miller,1989-06-19,1.76,56,rowing,Germany,231,93,87.51,sweeping,c_001951
a_000177,Mary Mullen,2003-07-03,1.88,92,shooting,Italy,9399,53,59.0,pistol,c_000703
a_000119,Jeffrey Cochran,1997-06-24,1.7,72,cycling,France,1326,39,42.78,road,c_001059
a_000348,William Mendoza,2002-11-08,1.96,57,surfing,India,1572,4,63.0,shortboard,c_000898
a_000406,Veronica Wells,1992-10-24,1.6,59,decathlon,France,9430,69,78.0,high jump,c_000486
a_000009,Thomas Wilson,1998-11-14,1.62,53,swimming,Germany,5123,9,49.97,breaststroke,c_000591
a_000303,Justin Wheeler,1999-02-23,1.53,62,wrestling,Australia,358,96,55.0,greco-roman,c_000308
a_000327,Nicole Hood,1995-03-15,1.71,89,karate,India,5201,30,45.0,kumite,c_000844
a_000154,Alan Price,1999-07-13,1.79,63,rowing,USA,5274,45,88.05,sculling,c_000859
a_000055,Timothy Dixon,2006-09-08,1.79,57,track,Japan,784,90,73.61,middle distance,c_001992
a_000005,Amy Thompson,1993-05-20,1.76,78,swimming,France,1274,33,63.36,medley,c_000150
a_000155,Ruth Price,2009-05-04,1.83,73,rowing,Australia,7165,23,51.25,sweeping,c_000923
a_000127,Larry Williamson,1990-10-12,1.91,61,cycling,UK,6584,42,70.74,mountain,c_000803
a_000029,David Wilkins,2001-11-29,1.75,86,swimming,Russia,1602,52,32.14,medley,c_001053
a_000063,Michael Johnson,2007-03-04,1.89,96,gymnastics,Italy,7308,91,92.0,bars,c_000841
a_000028,Emily Weaver,1995-01-05,1.62,66,swimming,India,5974,65,37.27,backstroke,c_000528
a_000404,Pamela Smith,2002-02-27,1.72,74,decathlon,Russia,3759,37,55.0,long jump,c_000809
a_000027,Corey Schneider,2002-10-17,1.72,80,swimming,France,5426,1,45.15,breaststroke,c_000636
a_000304,Steven James,1989-04-14,1.94,91,wrestling,Italy,7474,96,14.0,greco-roman,c_000514
a_000204,Jason Bush,1993-04-19,1.96,75,shooting,UK,9670,100,39.0,shotgun,c_000110
a_000186,Jesus Smith,2007-05-11,1.59,57,shooting,Australia,2927,71,58.0,rifle,c_001721
a_000246,Phillip Jones,1992-09-15,1.66,58,archery,Australia,2112,41,35.0,compound,c_001453
a_000182,Julie Holt,2004-09-19,1.88,78,shooting,UK,9200,54,46.0,pistol,c_000506
a_000017,Brian Nielsen,1989-02-24,1.73,56,swimming,India,3225,69,88.59,freestyle,c_001245
a_000277,Heather Butler,1996-11-18,1.92,87,boxing,China,6825,61,63.0,middleweight,c_000388
a_000021,Gregory Drake,1994-04-12,1.93,81,swimming,ITALy,3212,21,59.51,breaststroke,c_000706
a_000377,Karen Brooks,1995-09-08,1.66,100,sport climbing,Canada,3547,81,78.69,lead,c_000344
a_000278,Elizabeth Mayer,2007-05-22,1.94,77,boxing,Japan,8969,58,10.0,welterweight,c_001684
a_000414,Kristen Flores,2004-05-06,1.66,58,decathlon,India,5274,55,42.0,shot put,c_001325
a_000294,Wayne Robertson,2004-02-16,1.56,93,wrestling,India,5669,54,71.0,freestyle,c_001848
a_000037,Dustin Anderson,2004-03-09,1.99,65,swimming,UK,7494,48,68.58,backstroke,c_000694
a_000414,Kristen Flores,2004-05-06,1.66,58,decathlon,India,5274,55,42.0,1500m,c_001583
a_000134,Deborah Brown,1998-10-13,1.67,67,rowing,Canada,76,46,68.73,sculling,c_000260
a_000023,Eileen Rice,1989-09-08,1.71,74,swimming,Australia,5567,35,76.22,backstroke,c_001300
a_000305,April Cain,2006-05-23,1.94,82,wrestling,iNdIA,8076,16,83.0,greco-roman,c_000691
a_000066,Rachel Lucas,2008-07-21,1.65,92,gymnastics,UK,7765,87,72.0,beam,c_000593
a_000036,Karen Cruz,2002-06-16,1.6,82,swimming,China,7664,46,38.54,medley,c_000331
a_000289,Aaron Guerra,2008-10-20,1.65,60,boxing,Japan,5417,47,54.0,lightweight,c_001684
a_000279,Stephanie Smith,2008-08-16,1.88,75,boxing,Canada,2388,67,53.0,featherweight,c_001865
a_000401,Brian Estes,2007-03-31,1.67,62,decathlon,Germany,882,22,10.0,javelin,c_001179
a_000052,Mark Moore,1996-12-29,1.86,59,track,UK,709,14,89.89,hurdles,c_001591
a_000181,Craig Lee,2007-07-23,1.52,72,shooting,Japan,1566,96,93.0,shotgun,c_001616
a_000274,Justin Huang,2007-06-06,1.82,57,boxing,USA,9037,75,86.0,light heavyweight,c_001090
a_000360,Connie White,2000-02-17,1.9,52,sport climbing,India,2645,52,44.13,speed,c_000945
a_000346,Erin Mueller,2006-01-08,1.79,65,surfing,Russia,4829,84,63.0,shortboard,c_000364
a_000383,Carmen Poole,2000-06-12,1.76,68,decathlon,JapAN,3527,86,76.0,100m,c_001118
a_000075,Joel Martinez,2001-10-17,1.89,57,gymnastics,France,3191,51,40.0,rings,c_000060
a_000325,Linda Perry,2003-04-25,1.63,76,karate,USA,5812,29,80.0,kata,c_001505
a_000071,Tracey Phillips,1999-11-10,1.52,84,gymnastics,Australia,2354,58,100.0,beam,c_000880
a_000240,Michael Paul,1994-02-18,1.75,74,archery,Italy,1802,87,28.0,recurve,c_000744
a_000296,Ryan Avery,1994-02-23,1.59,52,wrestling,UK,5475,86,12.0,freestyle,c_001728
a_000125,Megan Bush,1988-10-31,1.53,100,cycling,China,3796,99,35.82,BMX,c_000962
a_000035,Michelle Bowers,1994-06-20,1.6,83,swimming,USA,6855,40,57.12,butterfly,c_000292
a_000160,James Cox,1990-06-29,1.83,69,rowing,Japan,6474,9,68.84,sweeping,c_000347
a_000304,Steven James,1989-04-14,1.94,91,wrestling,Italy,7474,96,14.0,freestyle,c_000514
a_000097,Christopher Ryan,2005-02-07,1.75,84,cycling,France,9030,19,77.05,track,c_001703
a_000103,Monica Cannon,1989-05-25,1.89,99,cycling,China,8060,80,67.54,road,c_000962
a_000275,Charles Klein,1989-06-08,1.63,56,boxing,Russia,3136,48,59.0,light heavyweight,c_001855
a_000378,Hayley Carter,1991-08-08,1.94,79,sport climbing,France,2077,7,60.17,lead,c_000956
a_000041,William Mason,1989-12-15,1.86,73,swimming,Japan,3246,55,61.06,freestyle,c_000402
a_000400,Richard Phillips,2003-10-16,1.89,59,decathlon,USa,2796,71,84.0,pole vault,c_000577
a_000355,Christopher Williams,2000-05-17,1.86,80,sport climbing,Canada,8663,57,30.41,bouldering,c_000411
a_000086,Joe Decker,1994-11-19,1.63,50,cycling,France,6925,45,21.23,road,c_001719
a_000367,Alan Silva,1990-05-15,2.0,91,sport climbing,France,9071,38,78.87,bouldering,c_000956
a_000152,Susan Hopkins,1995-03-10,1.71,71,rowing,UK,3508,34,54.21,sweeping,c_000972
a_000159,Devin Luna,2007-10-18,1.91,96,rowing,India,2217,98,64.32,sweeping,c_000483
a_000027,Corey Schneider,2002-10-17,1.72,80,swimming,France,5426,1,45.15,backstroke,c_000636
a_000147,Ryan Lopez,2007-09-16,1.54,74,rowing,RUsSIA,208,79,98.03,sculling,c_000328
a_000112,Christina Ryan,1990-08-12,1.8,76,cycling,Italy,880,92,30.1,BMX,c_001014
a_000093,Crystal Riley,1992-07-29,1.98,96,cycling,AuStrAlia,5194,0,77.82,BMX,c_001228
a_000371,Mr. Troy Brown,2001-11-16,1.62,75,sport climbing,India,773,67,37.89,bouldering,c_000460
a_000008,Michael Jones,2002-08-16,2.0,99,swimming,Japan,6010,26,20.04,butterfly,c_001572
a_000219,Leslie Keith,1988-10-13,1.59,91,fencing,USA,905,61,55.0,foil,c_001354
a_000034,Jesus Thomas,1990-09-25,1.92,99,swimming,Australia,7848,42,46.22,medley,c_001300
a_000206,Ashley Jones,2005-09-07,1.85,74,shooting,USA,8803,26,40.0,shotgun,c_000617
a_000199,Tabitha Ayala,1995-01-10,1.81,60,shooting,Italy,9358,93,61.0,shotgun,c_000263
a_000032,Michael Butler,2001-01-09,1.92,53,swimming,Italy,3828,68,51.62,breaststroke,c_001303
a_000279,Stephanie Smith,2008-08-16,1.88,75,boxing,Canada,2388,67,53.0,welterweight,c_000084
a_000036,Karen Cruz,2002-06-16,1.6,82,swimming,China,7664,46,38.54,backstroke,c_000331
a_000191,Mary Burke,1993-01-31,1.7,53,shooting,China,5979,86,97.0,pistol,c_000653
a_000248,Lindsey Contreras,1990-08-17,1.97,70,archery,Germany,6216,50,88.0,recurve,c_000713
a_000254,Kathleen Tucker,1992-04-01,1.67,53,boxing,Italy,4110,7,96.0,lightweight,c_001949
a_000394,Patricia Williams,1997-01-25,1.95,85,decathlon,Japan,7504,5,81.0,long jump,c_001692
a_000324,Omar Velasquez,1991-05-25,1.55,84,karate,France,2856,15,17.0,kumite,c_001114
a_000057,Travis Tate,1994-01-09,1.54,54,track,France,3956,50,87.94,hurdles,c_001996
a_000010,Michael Salazar,1992-04-05,1.7,72,swimming,Italy,1757,97,58.15,medley,c_001890
a_000211,Timothy Matthews,2009-05-04,1.55,79,shooting,Germany,3527,97,25.0,shotgun,c_001634
a_000367,Alan Silva,1990-05-15,2.0,91,sport climbing,France,9071,38,78.87,lead,c_000956
a_000090,Melissa Gilbert,2000-05-21,2.0,84,cycling,Italy,513,95,21.1,track,c_001014
a_000288,George Williamson,2007-04-14,1.83,61,boxing,cHiNA,6901,82,56.0,lightweight,c_001321
a_000053,Nancy Holmes,2002-12-08,1.51,60,track,India,5795,59,94.27,relay,c_001054
a_000422,Joseph Blake,2005-05-16,1.65,52,decathlon,USA,7042,50,69.0,discus,c_000128
a_000137,Stephanie Ali,2005-08-29,1.73,75,rowing,India,9397,29,73.6,sculling,c_001495
a_000263,Janice Chen MD,2000-11-27,1.66,61,boxing,USA,1739,38,43.0,middleweight,c_001175
a_000284,Jack Wilcox,1991-10-08,1.78,90,boxing,India,8611,68,84.0,featherweight,c_000319
a_000011,Mark Freeman MD,2002-10-18,1.64,90,swimming,Canada,3206,35,32.53,freestyle,c_000991
a_000371,Mr. Troy Brown,2001-11-16,1.62,75,sport climbing,India,773,67,37.89,speed,c_000460
a_000413,Denise Anderson,1995-04-27,1.93,60,decathlon,UK,8148,35,47.0,100m,c_001425
a_000387,Jennifer Johnson,2005-09-12,1.59,87,decathlon,Australia,1901,29,29.0,400m,c_000490
a_000183,Paula Moore,2004-05-20,1.54,54,shooting,France,9664,40,27.0,rifle,c_001171
a_000007,Terrance Ochoa,1993-01-03,1.67,89,swimming,Russia,6754,45,86.94,backstroke,c_001967
a_000410,Thomas Rivera,2009-02-28,1.88,74,decathlon,Italy,8186,76,99.0,pole vault,c_000390
a_000084,Seth May,2008-02-23,1.72,83,cycling,Russia,4202,90,86.7,mountain,c_000501
a_000237,Kevin Edwards,1993-12-26,1.78,76,archery,Germany,9617,97,22.0,compound,c_001234
a_000212,Sonya Gibson,2005-04-11,1.8,93,shooting,India,6167,80,14.0,rifle,c_000623
a_000288,George Williamson,2007-04-14,1.83,61,boxing,cHiNA,6901,82,56.0,light heavyweight,c_000676
a_000366,Kenneth Tucker,2004-07-05,1.6,52,sport climbing,Canada,6468,57,30.94,speed,c_001993
a_000329,Thomas Decker,2000-12-28,1.97,77,karate,Italy,4950,68,74.0,kata,c_001123
a_000281,David Roberts,2000-11-20,1.9,95,boxing,UK,4437,77,20.0,welterweight,c_001163
a_000101,Kathryn Stanley,1998-03-04,1.62,75,cycling,Italy,9210,77,27.5,BMX,c_001014
a_000407,Emily Kelley,1993-03-10,1.98,81,decathlon,Canada,3672,76,65.0,400m,c_000212
a_000065,Drew Weiss,1999-08-10,1.51,78,gymnastics,China,1521,34,69.0,floor,c_001744
a_000258,Danielle Bush,1989-03-15,1.68,75,boxing,Australia,9492,19,75.0,heavyweight,c_001544
a_000125,Megan Bush,1988-10-31,1.53,100,cycling,China,3796,99,35.82,road,c_000962
a_000216,Linda Grimes,1994-01-31,1.61,85,fencing,Italy,1943,48,55.0,foil,c_001359
a_000322,Lydia Johnson,1994-03-30,1.69,92,karate,Canada,6826,35,53.0,kumite,c_000933
a_000233,Timothy Clark,2008-04-23,1.72,52,weightlifting,UK,9715,90,250.0,clean and jerk,c_000058
a_000120,Lisa Mcmillan,2004-09-20,1.82,80,cycling,Canada,1777,54,54.76,track,c_000984
a_000166,Gregory Pratt,1989-11-10,1.7,62,shooting,Italy,944,87,18.0,rifle,c_000453
a_000201,Suzanne Jackson,1990-11-28,1.77,95,shooting,India,187,85,22.0,rifle,c_001394
a_000189,David Maddox,2001-05-09,1.55,80,shooting,Germany,4193,41,75.0,rifle,c_000200
a_000059,Mrs. Krista Johnson,2006-05-01,1.96,56,track,CaNada,6899,70,30.14,hurdles,c_000481
a_000315,Amy Thomas,1989-04-10,1.91,79,wrestling,Italy,2496,42,39.0,greco-roman,c_000405
a_000351,Evan Wall,2000-05-09,1.92,94,surfing,Australia,6336,56,54.0,longboard,c_001944
a_000033,Nicholas Barker,2002-04-13,1.73,65,swimming,Canada,221,45,79.95,breaststroke,c_001435
a_000340,Patricia Travis,1990-12-14,1.71,82,surfing,Australia,2976,64,25.0,longboard,c_001546
a_000051,Mrs. Diana Singh,1992-02-24,1.84,69,track,Australia,9043,6,47.72,long distance,c_000722
a_000045,Kevin Nielsen,1992-12-07,1.55,99,track,Germany,2283,36,56.65,middle distance,c_000679
a_000116,Brittany Rivera,1993-07-09,1.51,51,cycling,UK,2206,55,31.63,mountain,c_000243
a_000222,Rhonda Collins,2004-11-18,1.51,60,weightlifting,UK,3357,75,265.0,snatch,c_000830
a_000107,Heather Hill,2003-08-16,1.69,86,cycling,Japan,3929,33,37.22,road,c_000757
a_000256,Lori Chase,2006-06-06,1.54,64,boxing,Japan,9153,96,60.0,middleweight,c_000503
a_000368,John Nunez,1989-08-09,1.74,89,sport climbing,Italy,9396,7,75.47,bouldering,c_000283
a_000150,Michelle Martinez,1990-03-04,1.83,97,rowing,Germany,855,60,72.79,sweeping,c_001951
a_000217,Christina Hodges,1995-03-10,1.74,97,fencing,Australia,1710,6,12.0,sabre,c_001049
a_000054,Amanda Evans,1998-05-27,1.88,88,track,USA,8963,1,95.88,sprint,c_001747
a_000343,Bobby Mills,2006-01-21,1.81,98,surfing,UK,5152,75,90.0,shortboard,c_000193
